id,name,now_cost,position,team,chance_of_playing_this_round,starts,total_points,news_added,form,expected_goal_involvements,cost_change_event_fall,direct_freekicks_order,goals_scored,form_rank_type,selected_by_percent,expected_assists,in_dreamteam,saves,value_season,creativity,expected_goals_per_90,bps,status,ep_next,expected_goal_involvements_per_90,selected_rank,web_name,penalties_saved,influence_rank_type,own_goals,cost_change_start_fall,creativity_rank_type,transfers_in_event,points_per_game_rank_type,chance_of_playing_next_round,transfers_out_event,event_points,threat_rank_type,expected_goals_conceded_per_90,transfers_out,now_cost_rank,penalties_missed,starts_per_90,expected_goals_conceded,influence,yellow_cards,expected_goals,value_form,ict_index_rank_type,clean_sheets,ep_this,transfers_in,minutes,expected_assists_per_90,news,bonus,goals_conceded,corners_and_indirect_freekicks_order,threat_rank,now_cost_rank_type,goals_conceded_per_90,points_per_game_rank,penalties_order,ict_index_rank,cost_change_event,cost_change_start,selected_rank_type,red_cards,form_rank,creativity_rank,threat,points_per_game,saves_per_90,ict_index,clean_sheets_per_90,influence_rank,assists,dreamteam_count
53,Robin Olsen,40,GKP,Aston Villa,,1,2,,0.0,0.00,0,,0,49,0.7,0.00,False,1,0.5,0.0,0.0,12,a,0.0,0.0,197,Olsen,0,27,0,0,34,377,25,,630,0,27,0.73,36597,626,0,1.0,0.73,12.0,0,0.00,0.0,27,0,0.0,20074,90,0.0,,0,1,,448,42,1.0,233,,431,0,0,26,0,421,472,0.0,2.0,1.0,1.2,0.0,393,0,0
54,Jaden Philogene-Bidace,45,MID,Aston Villa,0.0,0,1,2023-09-02T08:48:12.680336Z,0.0,0.00,0,,0,241,0.1,0.00,False,0,0.2,0.3,0.0,3,u,0.0,0.0,472,Philogene,0,211,0,0,210,0,182,0.0,77,0,199,19.5,13728,429,0,0.0,0.65,0.4,0,0.00,0.0,208,0,0.0,3755,3,0.0,Transferred to Hull City,0,1,,398,248,30.0,390,,445,0,0,156,0,617,421,2.0,1.0,0.0,0.3,0.0,447,0,0
55,Jacob Ramsey,59,MID,Aston Villa,0.0,0,7,2023-10-04T15:30:08.354887Z,0.0,0.23,0,,1,315,0.1,0.04,False,0,1.2,1.6,0.36,21,d,0.0,0.44,464,J.Ramsey,0,138,0,1,201,28,45,50.0,115,0,137,1.37,15488,69,0,0.0,0.73,43.8,0,0.19,0.0,162,0,0.0,7185,48,0.08,Foot injury - 50% chance of playing,0,0,,261,43,0.0,100,,357,0,-1,152,0,725,403,28.0,3.5,0.0,7.4,0.0,317,0,0
56,Morgan Sanson,45,MID,Aston Villa,0.0,0,0,2023-07-26T11:26:30.137805Z,0.0,0.00,0,,0,218,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,707,Sanson,0,242,0,0,243,0,250,0.0,4,0,238,0.0,582,365,0,0.0,0.00,0.0,0,0.00,0.0,246,0,0.0,0,0,0.0,Joined OGC Nice on a season-long loan,0,0,,599,223,0.0,627,,621,0,0,294,0,575,611,0.0,0.0,0.0,0.0,0.0,615,0,0
57,Viljami Sinisalo,40,GKP,Aston Villa,0.0,0,0,2023-07-20T08:38:58.947431Z,0.0,0.00,0,,0,61,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,711,Sinisalo,0,62,0,0,46,0,62,0.0,4,0,39,0.0,325,661,0,0.0,0.00,0.0,0,0.00,0.0,62,0,0.0,0,0,0.0,Joined Exeter City on a season-long loan,0,0,,477,54,0.0,527,,523,0,0,84,0,452,501,0.0,0.0,0.0,0.0,0.0,516,0,0
58,Youri Tielemans,57,MID,Aston Villa,,1,16,,2.0,0.83,0,,0,79,0.5,0.61,False,0,2.8,60.9,0.07,70,a,2.0,0.27,234,Tielemans,0,128,0,3,117,365,161,,695,2,136,1.65,83339,83,0,0.32,5.14,53.4,0,0.22,0.4,132,0,2.0,16603,281,0.2,,0,5,,260,51,1.6,340,,292,0,-3,74,0,169,201,28.0,1.3,0.0,14.3,0.0,299,1,0
59,Bertrand Traoré,50,MID,Aston Villa,100.0,0,2,2023-09-01T15:29:59.576149Z,0.2,0.00,0,,0,177,0.0,0.00,False,0,0.4,0.0,0.0,6,a,0.2,0.0,595,Bertrand Traoré,0,200,0,0,303,39,209,100.0,55,0,302,6.93,2740,175,0,0.0,0.77,3.0,0,0.00,0.0,209,0,0.2,1345,10,0.0,,0,0,,707,107,0.0,426,,447,0,0,227,0,368,710,0.0,1.0,0.0,0.3,0.0,434,0,0
60,Ollie Watkins,84,FWD,Aston Villa,,12,80,,5.2,8.44,0,,6,6,43.4,1.55,True,0,9.5,240.3,0.6,268,a,5.2,0.73,5,Watkins,0,2,0,-4,2,55404,2,,56226,6,2,1.3,1646193,8,0,1.04,15.02,348.4,1,6.89,0.6,2,2,5.2,3572696,1040,0.13,,9,17,,2,3,1.47,4,2.0,4,0,4,2,0,29,32,515.0,6.7,0.0,110.4,0.17,9,8,2
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,0.0,0,0,2023-07-31T07:08:09.572672Z,0.0,0.00,0,,0,83,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,704,Wesley,0,85,0,0,86,0,86,0.0,9,0,85,0.0,762,193,0,0.0,0.00,0.0,0,0.00,0.0,85,0,0.0,0,0,0.0,Permanent transfer to Stoke,0,0,,713,44,0.0,718,,718,0,0,94,0,698,716,0.0,0.0,0.0,0.0,0.0,718,0,0
584,Pau Torres,46,DEF,Aston Villa,,11,38,,1.8,0.75,0,,1,57,3.9,0.29,False,0,8.3,70.8,0.04,201,a,1.8,0.06,90,Pau,0,32,0,-1,46,5236,36,,7739,2,41,1.26,190389,345,0,0.94,14.63,206.6,0,0.46,0.4,37,2,1.8,329810,1049,0.02,,4,15,,184,47,1.29,113,,138,0,1,36,0,181,175,59.0,3.2,0.0,33.7,0.17,92,0,1
599,Moussa Diaby,68,MID,Aston Villa,100.0,12,65,2023-09-30T23:00:09.545623Z,5.8,5.02,0,,3,11,15.1,2.25,False,0,9.6,284.6,0.26,199,a,5.8,0.47,22,Diaby,0,25,0,-3,18,36959,9,100.0,27131,6,12,1.2,1022024,37,0,1.14,12.62,229.6,0,2.77,0.9,14,3,5.8,1851728,944,0.21,,5,15,,20,21,1.43,16,,19,0,3,9,0,21,23,314.0,5.4,0.0,82.9,0.29,67,6,2
618,Omari Kellyman,45,MID,Aston Villa,,0,0,,0.0,0.00,0,,0,257,0.1,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,481,Kellyman,0,276,0,0,278,117,282,,154,0,274,0.0,5520,460,0,0.0,0.00,0.0,0,0.00,0.0,280,0,0.0,5938,0,0.0,,0,0,,664,268,0.0,683,,681,0,0,161,0,643,672,0.0,0.0,0.0,0.0,0.0,675,0,0
670,Filip Marschall,40,GKP,Aston Villa,,0,0,,0.0,0.00,0,,0,66,0.0,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,577,Marschall,0,67,0,0,51,59,67,,44,0,44,0.0,1111,677,0,0.0,0.00,0.0,0,0.00,0.0,67,0,0.0,1927,0,0.0,,0,0,,492,59,0.0,542,,537,0,0,76,0,467,515,0.0,0.0,0.0,0.0,0.0,530,0,0
672,Nicolò Zaniolo,55,MID,Aston Villa,,6,10,,0.8,2.00,0,,0,142,0.1,0.53,False,0,1.8,71.0,0.31,-10,a,0.8,0.42,482,Zaniolo,0,151,0,0,108,91,172,,276,0,28,1.14,8537,106,0,1.28,5.31,30.4,2,1.47,0.1,86,1,0.8,10913,421,0.11,,0,4,,45,66,0.86,360,,175,0,0,162,0,294,174,196.0,1.1,0.0,29.4,0.21,348,0,0
686,Oliwier Zych,40,GKP,Aston Villa,0.0,0,0,2023-09-11T14:12:20.141802Z,0.0,0.00,0,,0,74,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,479,Zych,0,75,0,0,59,0,75,0.0,78,0,52,0.0,4881,698,0,0.0,0.00,0.0,0,0.00,0.0,75,0,0.0,6697,0,0.0,On loan to Puszcza Niepolomice,0,0,,509,67,0.0,558,,553,0,0,64,0,484,531,0.0,0.0,0.0,0.0,0.0,547,0,0
699,Clément Lenglet,45,DEF,Aston Villa,,0,0,,0.0,0.00,0,,0,221,0.1,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,498,Lenglet,0,235,0,0,235,301,233,,213,0,233,0.0,2953,371,0,0.0,0.00,0.0,0,0.00,0.0,235,0,0.0,5169,0,0.0,,0,0,,602,64,0.0,630,,624,0,0,190,0,579,614,0.0,0.0,0.0,0.0,0.0,618,0,0
62,Jaidon Anthony,49,MID,Bournemouth,0.0,2,3,2023-09-03T20:09:06.556250Z,0.0,0.09,0,,0,288,0.0,0.02,False,0,0.6,4.6,0.04,4,u,0.0,0.05,511,Anthony,0,187,0,1,191,0,206,0.0,59,0,160,2.65,12260,266,0,1.19,4.44,9.0,1,0.07,0.0,190,0,0.0,1618,151,0.01,Season-long loan to Leeds United,0,5,,318,169,2.98,423,,407,0,-1,176,0,685,383,16.0,1.0,0.0,3.0,0.0,412,0,0
63,Philip Billing,52,MID,Bournemouth,100.0,11,32,2023-11-12T02:30:08.229472Z,3.8,2.59,0,1.0,1,32,0.4,1.04,False,0,6.2,162.7,0.15,126,d,3.2,0.25,264,Billing,0,39,0,3,48,358,62,75.0,1947,0,48,2.1,72883,155,0,1.06,21.68,193.8,2,1.55,0.7,44,1,3.3,34247,931,0.1,Thigh injury - 75% chance of playing,3,24,,78,97,2.32,148,,69,0,-3,86,0,63,65,138.0,2.9,0.0,49.3,0.1,105,1,0
64,David Brooks,49,MID,Bournemouth,,2,15,,0.2,2.02,0,,1,174,0.1,0.38,False,0,3.1,82.0,0.66,51,a,0.7,0.81,439,Brooks,0,116,0,1,103,44,115,,181,0,85,1.8,11941,229,0,0.81,4.45,61.8,1,1.64,0.0,108,0,-0.3,8491,223,0.15,,2,3,5.0,139,146,1.21,260,,218,0,-1,143,0,364,160,83.0,1.9,0.0,22.8,0.0,282,0,0
65,Ryan Christie,50,MID,Bournemouth,100.0,11,26,2023-08-06T23:30:05.398527Z,2.0,1.56,0,,0,72,0.1,1.02,False,0,5.2,202.6,0.06,102,a,2.5,0.17,502,Christie,0,64,0,0,36,196,94,100.0,122,3,39,1.98,9233,182,0,1.14,19.16,131.0,0,0.54,0.4,45,2,1.5,10777,872,0.11,,0,22,,64,111,2.27,220,,70,0,0,173,0,158,46,154.0,2.2,0.0,48.9,0.21,171,1,0
66,Lewis Cook,50,MID,Bournemouth,100.0,7,12,2023-10-21T17:30:07.277985Z,0.0,0.36,0,,0,293,0.0,0.29,False,0,2.4,88.6,0.01,91,a,0.5,0.05,615,L.Cook,0,95,0,0,98,42,143,100.0,32,2,154,2.52,2475,181,0,1.03,17.17,93.2,1,0.07,0.0,117,2,-0.5,912,614,0.04,,0,15,3.0,301,110,2.2,308,,248,0,0,239,1,692,149,18.0,1.5,0.0,20.0,0.29,239,0,0
67,Siriki Dembélé,45,MID,Bournemouth,0.0,0,0,2023-07-17T06:20:36.127600Z,0.0,0.00,0,,0,223,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,724,Siriki,0,247,0,0,248,0,255,0.0,3,0,243,0.0,364,398,0,0.0,0.00,0.0,0,0.00,0.0,251,0,0.0,0,0,0.0,Permanent Transfer to Birmingham,0,0,,615,229,0.0,642,,636,0,0,305,0,592,626,0.0,0.0,0.0,0.0,0.0,630,0,0
68,Ryan Fredericks,44,DEF,Bournemouth,0.0,0,0,2023-08-06T23:30:05.414382Z,0.0,0.00,0,,0,202,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,653,Fredericks,0,224,0,1,223,6,221,0.0,14,0,221,0.0,2085,480,0,0.0,0.00,0.0,0,0.00,0.0,223,0,0.0,609,0,0.0,Calf injury - Unknown return date,0,0,,548,93,0.0,586,,580,0,-1,224,0,525,563,0.0,0.0,0.0,0.0,0.0,574,0,0
69,James Hill,40,DEF,Bournemouth,0.0,0,1,2023-09-01T14:44:09.529285Z,0.0,0.01,0,,0,165,0.1,0.01,False,0,0.2,1.8,0.0,1,u,0.0,0.06,367,Hill,0,199,0,0,147,0,124,0.0,163,0,189,1.14,19491,680,0,0.0,0.19,0.0,0,0.00,0.0,158,0,0.0,6669,15,0.06,Season-long loan to Blackburn Rovers,0,0,,495,203,0.0,365,,448,0,0,139,0,470,399,0.0,1.0,0.0,0.2,0.0,533,0,0
70,Lloyd Kelly,45,DEF,Bournemouth,100.0,7,19,2023-09-25T14:30:07.504064Z,2.2,0.22,0,,0,35,0.1,0.10,False,0,4.2,42.5,0.02,128,a,2.7,0.03,475,Kelly,0,89,0,0,75,2004,67,100.0,169,7,132,1.55,3834,396,0,0.99,10.93,106.6,1,0.12,0.5,98,2,1.7,5624,636,0.01,,3,14,,372,81,1.98,195,,283,0,0,185,0,129,249,6.0,2.4,0.0,15.4,0.28,215,0,0
71,Gavin Kilkenny,44,MID,Bournemouth,,0,0,,0.0,0.00,0,,0,209,0.1,0.00,False,0,0.0,0.0,0.0,0,a,0.5,0.0,461,Kilkenny,0,234,0,1,235,53,243,,87,0,229,0.0,6402,542,0,0.0,0.00,0.0,0,0.00,0.0,239,0,-0.5,4028,0,0.0,,0,0,,580,301,0.0,616,,610,0,-1,150,0,560,594,0.0,0.0,0.0,0.0,0.0,603,0,0
72,Justin Kluivert,46,MID,Bournemouth,,5,13,,1.0,1.06,0,,0,121,0.2,0.68,False,0,2.8,55.5,0.08,26,a,1.5,0.23,328,Kluivert,0,152,0,4,123,559,147,,351,3,98,1.99,40120,343,0,1.11,8.96,30.2,0,0.38,0.2,129,1,0.5,11696,406,0.15,,0,8,,168,221,1.77,316,,285,0,-4,98,0,257,214,65.0,1.4,0.0,15.2,0.22,349,0,0
73,Jamal Lowe,49,MID,Bournemouth,0.0,0,0,2023-09-02T08:49:08.357551Z,0.0,0.00,0,,0,279,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,674,Lowe,0,294,0,1,293,0,295,0.0,10,0,290,0.0,1219,231,0,0.0,0.00,0.0,0,0.00,0.0,295,0,0.0,81,0,0.0,Season-long loan to  Swansea City,0,0,,691,147,0.0,701,,700,0,-1,273,0,674,695,0.0,0.0,0.0,0.0,0.0,698,0,0
74,Emiliano Marcondes,44,MID,Bournemouth,0.0,0,0,2023-08-18T11:59:59.501058Z,0.0,0.00,0,,0,193,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,629,Marcondes,0,219,0,1,220,13,228,0.0,22,0,214,0.0,3053,491,0,0.0,0.00,0.0,0,0.00,0.0,224,0,0.0,679,0,0.0,Foot injury - Unknown return date,0,0,,555,280,0.0,591,,586,0,-1,250,0,530,569,0.0,0.0,0.0,0.0,0.0,579,0,0
75,Chris Mepham,43,DEF,Bournemouth,100.0,2,3,2023-09-26T18:00:07.515397Z,0.5,0.12,0,,0,99,0.1,0.03,False,0,0.7,12.2,0.05,22,a,1.0,0.07,500,Mepham,0,130,0,2,127,35,145,100.0,45,0,91,1.6,5761,591,0,1.07,2.98,34.2,1,0.09,0.1,131,0,0.0,1414,168,0.02,,0,5,,284,149,2.68,446,,363,0,-2,191,0,302,358,21.0,0.8,0.0,6.8,0.0,338,0,0
76,Kieffer Moore,47,FWD,Bournemouth,,0,5,,0.2,0.78,0,,0,47,0.2,0.31,False,0,1.1,17.2,0.51,10,a,0.7,0.85,296,Moore,0,50,0,3,44,417,51,,563,0,44,1.83,37701,317,0,0.0,1.69,3.0,0,0.47,0.0,46,0,-0.3,13544,83,0.34,,0,1,,212,62,1.08,402,,366,0,-3,46,0,359,332,45.0,1.0,0.0,6.3,0.0,433,0,0
77,Norberto Murara Neto,45,GKP,Bournemouth,75.0,10,39,2023-10-27T13:30:07.907911Z,2.8,0.01,0,,0,9,1.2,0.01,False,45,8.7,0.0,0.0,208,a,3.3,0.0,160,Neto,1,4,0,0,72,5257,6,100.0,987,9,67,2.18,133675,356,0,1.0,21.83,342.6,3,0.00,0.6,4,2,1.7,152993,900,0.0,,7,20,,595,16,2.0,66,,130,0,0,21,0,105,608,0.0,3.9,4.5,34.4,0.2,11,0,2
78,Dango Ouattara,47,MID,Bournemouth,100.0,2,8,2023-08-12T21:30:06.219128Z,0.5,1.01,1,,0,152,0.0,0.25,False,0,1.7,55.2,0.31,27,a,1.0,0.41,636,O.Dango,0,146,0,3,124,39,170,100.0,31,1,88,1.89,4588,333,0,0.81,4.64,38.4,1,0.76,0.1,121,1,0.0,738,221,0.1,,0,5,,142,217,2.04,358,,266,-1,-3,254,0,321,215,82.0,1.1,0.0,17.7,0.41,331,0,0
79,Ben Pearson,45,MID,Bournemouth,0.0,0,0,2023-07-11T08:58:20.803049Z,0.0,0.00,0,,0,219,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,738,Pearson,0,243,0,0,244,0,251,0.0,1,0,239,0.0,105,367,0,0.0,0.00,0.0,0,0.00,0.0,247,0,0.0,0,0,0.0,Permanent transfer to Stoke City,0,0,,601,224,0.0,629,,623,0,0,317,0,577,613,0.0,0.0,0.0,0.0,0.0,617,0,0
80,Darren Randolph,40,GKP,Bournemouth,25.0,0,0,2023-10-28T18:00:07.926322Z,0.0,0.00,0,,0,45,0.5,0.00,False,0,0.0,0.0,0.0,0,d,0.1,0.0,242,Randolph,0,47,0,0,30,34,47,25.0,432,0,23,0.0,20785,616,0,0.0,0.00,0.0,0,0.00,0.0,47,0,-0.1,6941,0,0.0,Illness - 25% chance of playing,0,0,,441,38,0.0,493,,488,0,0,31,0,413,465,0.0,0.0,0.0,0.0,0.0,482,0,0
81,Joe Rothwell,48,MID,Bournemouth,,3,11,,1.0,0.26,0,,0,124,0.0,0.20,False,0,2.3,61.8,0.02,48,a,1.5,0.07,616,Rothwell,0,142,0,2,115,26,164,,21,1,193,2.77,1430,289,0,0.75,11.00,41.6,0,0.06,0.2,143,0,0.5,621,358,0.05,,0,11,4.0,380,189,2.77,350,,321,0,-2,240,0,260,198,5.0,1.2,0.0,10.9,0.0,327,0,0
82,Antoine Semenyo,45,FWD,Bournemouth,100.0,5,27,2023-08-06T23:30:05.439700Z,3.0,1.58,0,,2,16,3.0,0.52,False,0,6.0,61.4,0.23,75,a,3.5,0.34,107,Semenyo,0,26,0,0,30,16009,20,100.0,5844,2,23,1.97,308353,407,0,1.07,9.20,100.0,1,1.06,0.7,27,1,2.5,487420,421,0.11,,4,11,,62,72,2.35,132,,156,0,0,19,0,90,199,160.0,3.0,0.0,32.0,0.21,229,1,0
83,Marcos Senesi,43,DEF,Bournemouth,,6,14,,1.5,0.35,0,,0,64,0.1,0.35,False,0,3.3,34.6,0.0,103,a,2.0,0.05,368,Senesi,0,56,0,2,87,536,102,,96,5,143,2.51,14705,588,0,0.94,16.05,146.6,2,0.00,0.3,88,1,1.0,9513,575,0.05,,0,17,,393,146,2.66,313,,261,0,-2,140,0,206,276,2.0,1.4,0.0,18.5,0.16,151,1,0
84,Adam Smith,44,DEF,Bournemouth,100.0,1,4,2023-08-06T23:30:05.454428Z,0.5,0.16,0,,0,101,0.0,0.16,False,0,0.9,24.6,0.0,21,a,1.0,0.12,600,Smith,0,141,0,1,110,79,132,100.0,33,1,144,2.97,2302,476,0,0.76,3.93,21.2,0,0.00,0.1,135,0,0.0,1017,119,0.12,,0,4,,394,90,3.03,375,,378,0,-1,212,0,304,315,2.0,1.0,0.0,4.8,0.0,375,0,0
85,Dominic Solanke,64,FWD,Bournemouth,100.0,12,56,2023-09-28T03:30:08.465399Z,6.0,6.02,0,,6,2,3.3,0.74,False,0,8.8,154.7,0.44,169,a,6.5,0.5,101,Solanke,0,3,0,1,5,91119,7,100.0,4019,13,4,1.99,363063,51,0,1.01,23.58,278.2,1,5.28,0.9,4,2,5.5,392019,1068,0.06,,6,25,,6,18,2.11,36,1.0,17,0,-1,18,0,17,66,424.0,4.7,0.0,85.9,0.17,32,1,1
86,Marcus Tavernier,54,MID,Bournemouth,100.0,8,21,2023-07-26T15:30:04.076941Z,2.2,1.65,0,2.0,0,65,0.0,0.86,False,0,3.9,128.1,0.12,84,a,2.7,0.25,555,Tavernier,0,80,0,1,68,244,90,100.0,59,3,66,1.86,6899,120,0,1.17,12.76,112.6,0,0.79,0.4,69,2,1.7,6350,617,0.13,,0,15,1.0,106,75,2.19,209,,125,0,-1,203,0,138,94,111.0,2.3,0.0,35.2,0.29,204,1,0
87,Hamed Traorè,47,MID,Bournemouth,,0,3,,0.0,0.18,0,,0,266,0.0,0.01,False,0,0.6,14.8,0.35,10,a,0.5,0.37,622,Hamed Traorè,0,178,0,3,178,14,191,,18,0,133,1.72,1734,329,0,0.0,0.84,12.8,0,0.17,0.0,170,0,-0.5,507,44,0.02,,0,1,,256,213,2.05,405,,370,0,-3,243,0,658,344,30.0,1.0,0.0,5.7,0.0,392,0,0
88,Mark Travers,40,GKP,Bournemouth,0.0,0,0,2023-07-28T08:25:34.409705Z,0.0,0.00,0,,0,59,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,414,Travers,0,60,0,0,44,0,60,0.0,89,0,37,0.0,8015,651,0,0.0,0.00,0.0,0,0.00,0.0,60,0,0.0,0,0,0.0,On loan to Stoke City for the season,0,0,,471,52,0.0,521,,517,0,0,60,0,445,495,0.0,0.0,0.0,0.0,0.0,510,0,0
89,Illia Zabarnyi,44,DEF,Bournemouth,,12,19,,1.8,0.36,0,,0,53,0.1,0.08,False,0,4.3,10.2,0.02,182,a,2.3,0.03,396,Zabarnyi,0,31,0,1,131,679,97,,110,6,106,2.05,14641,549,0,1.0,24.59,208.6,2,0.28,0.4,63,2,1.3,12945,1080,0.01,,0,27,,315,124,2.25,294,,214,0,-1,152,0,176,364,16.0,1.6,0.0,23.4,0.17,89,0,0
595,Milos Kerkez,44,DEF,Bournemouth,,10,13,,0.5,0.50,0,,0,105,0.2,0.40,False,0,3.0,64.9,0.01,87,a,1.0,0.05,323,Kerkez,0,78,1,1,50,121,116,,302,0,92,2.29,21351,564,0,1.06,21.69,118.4,1,0.10,0.1,76,1,0.0,14244,853,0.04,,0,24,,287,127,2.53,346,,241,0,-1,127,0,312,186,20.0,1.2,0.0,20.3,0.11,193,0,0
607,Ionuț Radu,44,GKP,Bournemouth,,2,2,,0.5,0.00,0,,0,24,0.1,0.00,False,5,0.5,0.0,0.0,31,a,1.0,0.0,405,Radu,0,25,0,1,69,69,27,,118,0,64,1.38,6871,515,0,1.0,2.76,33.0,0,0.00,0.1,25,0,0.0,3809,180,0.0,,0,7,,565,26,3.5,379,,397,0,-1,57,0,308,579,0.0,1.0,2.5,3.3,0.0,344,0,0
619,Ben Greenwood,40,DEF,Bournemouth,,0,0,,0.0,0.00,0,,0,167,0.2,0.00,False,0,0.0,0.0,0.0,0,a,0.5,0.0,340,Greenwood,0,201,0,0,198,325,197,,269,0,191,0.0,11004,684,0,0.0,0.00,0.0,0,0.00,0.0,200,0,-0.5,10538,0,0.0,,0,0,,498,206,0.0,547,,542,0,0,134,0,473,520,0.0,0.0,0.0,0.0,0.0,536,0,0
643,Max Aarons,45,DEF,Bournemouth,,11,23,2023-11-12T02:00:10.361344Z,2.8,0.77,0,,0,26,0.2,0.75,False,0,5.1,95.0,0.0,161,d,2.5,0.07,309,Aarons,0,54,0,0,28,492,84,75.0,751,6,93,2.0,22339,393,0,1.04,21.05,149.4,1,0.02,0.6,57,2,2.3,27968,949,0.07,Hamstring injury - 75% chance of playing,0,24,,288,79,2.28,253,,196,0,0,121,0,106,137,20.0,1.9,0.0,26.5,0.19,146,1,0
644,Alex Scott,49,MID,Bournemouth,0.0,3,3,2023-11-04T19:30:09.474630Z,0.8,0.16,0,3.0,0,139,0.0,0.09,False,0,0.6,17.8,0.03,21,i,0.0,0.07,682,Scott,0,171,0,1,172,5,207,0.0,74,0,178,1.12,1552,270,0,1.43,2.35,16.4,1,0.07,0.2,179,0,0.0,1038,189,0.04,Knee injury - Expected back 21 Jan,0,5,2.0,349,172,2.38,424,,386,0,-1,280,0,290,329,10.0,1.0,0.0,4.3,0.0,384,0,0
673,Tyler Adams,49,MID,Bournemouth,0.0,0,0,2023-10-05T08:30:09.546767Z,0.0,0.00,0,,0,283,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,722,Adams,0,298,0,1,297,5,299,0.0,15,0,295,0.0,501,244,0,0.0,0.00,0.0,0,0.00,0.0,299,0,0.0,533,0,0.0,Hamstring injury - Unknown return date,0,0,,697,157,0.0,705,,704,0,-1,304,0,679,700,0.0,0.0,0.0,0.0,0.0,702,0,0
705,Luis Sinisterra,55,MID,Bournemouth,,0,10,,1.8,1.22,0,,1,92,0.0,0.32,False,0,1.8,46.0,0.67,32,a,2.3,0.91,610,Sinisterra,0,121,0,0,132,193,110,,54,1,96,2.93,1275,105,0,0.0,3.94,58.4,0,0.90,0.3,123,0,1.3,1709,121,0.24,,0,4,,164,65,2.98,248,,268,0,0,236,0,197,239,68.0,2.0,0.0,17.3,0.0,289,0,0
90,Kristoffer Ajer,45,DEF,Brentford,100.0,7,21,2023-09-18T13:00:07.747658Z,3.0,2.51,0,,0,22,0.4,1.85,False,0,4.7,93.8,0.09,114,a,2.5,0.35,266,Ajer,0,83,0,0,29,751,75,100.0,793,0,12,1.47,29773,377,0,1.0,10.31,113.2,3,0.66,0.7,44,2,2.5,31501,633,0.26,,1,12,,114,67,1.71,226,,164,0,0,103,0,88,139,102.0,2.1,0.0,30.8,0.28,203,1,0
91,Ellery Balcombe,39,GKP,Brentford,,0,0,,0.0,0.00,0,,0,39,0.2,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,314,Balcombe,0,41,0,1,24,694,41,,156,0,17,0.0,10984,732,0,0.0,0.00,0.0,0,0.00,0.0,41,0,-0.5,5326,0,0.0,,0,0,,429,83,0.0,482,,477,0,-1,48,0,401,454,0.0,0.0,0.0,0.0,0.0,471,0,0
92,Shandon Baptiste,43,MID,Brentford,50.0,0,1,2023-08-25T15:00:07.144362Z,0.0,0.01,0,,0,186,0.8,0.01,False,0,0.2,0.0,0.0,3,a,-0.5,0.05,194,Baptiste,0,204,0,2,214,3688,173,100.0,1390,0,207,1.2,240899,595,0,0.0,0.24,2.2,0,0.00,0.0,210,0,-0.2,24801,18,0.05,,0,0,,539,318,0.0,371,,449,0,-2,65,0,516,556,0.0,1.0,0.0,0.2,0.0,438,0,0
93,Mads Bech Sørensen,40,DEF,Brentford,0.0,0,0,2023-09-01T21:46:46.639465Z,0.0,0.00,0,,0,148,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,413,Bech,0,184,0,0,182,0,180,0.0,113,0,173,0.0,14035,650,0,0.0,0.00,0.0,0,0.00,0.0,184,0,0.0,2309,0,0.0,Transferred to Midtjylland,0,0,,470,182,0.0,520,,516,0,0,162,0,444,494,0.0,0.0,0.0,0.0,0.0,509,0,0
94,Mads Bidstrup,45,MID,Brentford,0.0,0,0,2023-07-19T08:50:35.624414Z,0.0,0.00,0,,0,240,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,732,Bidstrup,0,263,0,0,264,0,270,0.0,1,0,259,0.0,125,428,0,0.0,0.00,0.0,0,0.00,0.0,267,0,0.0,0,0,0.0,Transfer to Red Bull Salzburg on a permanent basis,0,0,,639,247,0.0,663,,659,0,0,312,0,616,649,0.0,0.0,0.0,0.0,0.0,653,0,0
